sample_id,omics_id,sample_name,organ,species,sample_number,cell_number
SAM000182836,SCT000000274,RHP4440 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182837,SCT000000274,RHP4441 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182838,SCT000000274,RHP4442 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182839,SCT000000274,RHP4443 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182840,SCT000000274,RHP4444 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182841,SCT000000274,RHP4445 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182842,SCT000000274,RHP4446 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182843,SCT000000274,RHP4447 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182844,SCT000000274,RHP4448 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182845,SCT000000274,RHP4449 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182846,SCT000000274,RHP4450 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182847,SCT000000274,RHP4451 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182900,SCT000000274,RHP4504 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182848,SCT000000274,RHP4452 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182850,SCT000000274,RHP4454 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182851,SCT000000274,RHP4455 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182852,SCT000000274,RHP4456 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182853,SCT000000274,RHP4457 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182854,SCT000000274,RHP4458 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182855,SCT000000274,RHP4459 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182856,SCT000000274,RHP4460 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182857,SCT000000274,RHP4461 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182858,SCT000000274,RHP4462 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182859,SCT000000274,RHP4463 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182860,SCT000000274,RHP4464 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182861,SCT000000274,RHP4465 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182862,SCT000000274,RHP4466 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182849,SCT000000274,RHP4453 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182901,SCT000000274,RHP4505 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182902,SCT000000274,RHP4506 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182903,SCT000000274,RHP4507 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182940,SCT000000274,RHP4544 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182941,SCT000000274,RHP4545 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182942,SCT000000274,RHP4546 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182943,SCT000000274,RHP4547 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182944,SCT000000274,RHP4548 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182945,SCT000000274,RHP4549 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182946,SCT000000274,RHP4550 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182947,SCT000000274,RHP4551 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182948,SCT000000274,RHP4552 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182949,SCT000000274,RHP4553 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182950,SCT000000274,RHP4554 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182952,SCT000000274,RHP4556 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182953,SCT000000274,RHP4557 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182939,SCT000000274,RHP4543 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182954,SCT000000274,RHP4558 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182956,SCT000000274,RHP4560 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182957,SCT000000274,RHP4561 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182958,SCT000000274,RHP4562 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182959,SCT000000274,RHP4563 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182960,SCT000000274,RHP4564 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182961,SCT000000274,RHP4565 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182962,SCT000000274,RHP4566 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182963,SCT000000274,RHP4567 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182964,SCT000000274,RHP4568 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182967,SCT000000274,RHP4571 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182968,SCT000000274,RHP4572 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182969,SCT000000274,RHP4573 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182970,SCT000000274,RHP4574 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182955,SCT000000274,RHP4559 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182834,SCT000000274,RHP4438 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182938,SCT000000274,RHP4542 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182936,SCT000000274,RHP4540 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182904,SCT000000274,RHP4508 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182905,SCT000000274,RHP4509 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182906,SCT000000274,RHP4510 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182907,SCT000000274,RHP4511 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182908,SCT000000274,RHP4512 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182909,SCT000000274,RHP4513 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182912,SCT000000274,RHP4516 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182913,SCT000000274,RHP4517 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182914,SCT000000274,RHP4518 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182915,SCT000000274,RHP4519 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182916,SCT000000274,RHP4520 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182917,SCT000000274,RHP4521 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182918,SCT000000274,RHP4522 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182937,SCT000000274,RHP4541 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182919,SCT000000274,RHP4523 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182921,SCT000000274,RHP4525 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182922,SCT000000274,RHP4526 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182923,SCT000000274,RHP4527 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182924,SCT000000274,RHP4528 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182925,SCT000000274,RHP4529 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182927,SCT000000274,RHP4531 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182928,SCT000000274,RHP4532 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182930,SCT000000274,RHP4534 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182931,SCT000000274,RHP4535 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182932,SCT000000274,RHP4536 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182933,SCT000000274,RHP4537 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182934,SCT000000274,RHP4538 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182935,SCT000000274,RHP4539 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182920,SCT000000274,RHP4524 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182833,SCT000000274,RHP4437 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182832,SCT000000274,RHP4436 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182831,SCT000000274,RHP4435 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182736,SCT000000274,RHP4013 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182737,SCT000000274,RHP4051 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182738,SCT000000274,RHP4052 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182739,SCT000000274,RHP4053 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182740,SCT000000274,RHP4054 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182741,SCT000000274,RHP4055 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182742,SCT000000274,RHP4056 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182743,SCT000000274,RHP4057 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182744,SCT000000274,RHP4058 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182745,SCT000000274,RHP4059 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182746,SCT000000274,RHP4060 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182747,SCT000000274,RHP4061 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182748,SCT000000274,RHP4062 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182735,SCT000000274,RHP4012 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182749,SCT000000274,RHP4063 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182751,SCT000000274,RHP4065 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182752,SCT000000274,RHP4066 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182753,SCT000000274,RHP4067 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182754,SCT000000274,RHP4068 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182755,SCT000000274,RHP4069 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182756,SCT000000274,RHP4070 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182757,SCT000000274,RHP4071 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182758,SCT000000274,RHP4072 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182759,SCT000000274,RHP4073 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182760,SCT000000274,RHP4074 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182761,SCT000000274,RHP4075 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182762,SCT000000274,RHP4076 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182763,SCT000000274,RHP4077 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182750,SCT000000274,RHP4064 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182764,SCT000000274,RHP4078 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182734,SCT000000274,RHP4011 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182732,SCT000000274,RHP4009 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183871,SCT000000274,RHO1152 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183872,SCT000000274,RHO1153 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183873,SCT000000274,RHO1154 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183874,SCT000000274,RHO1155 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183877,SCT000000274,RHO1158 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183879,SCT000000274,RHO1160 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183883,SCT000000274,RHO1164 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000182709,SCT000000274,RHP3986 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182710,SCT000000274,RHP3987 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182711,SCT000000274,RHP3988 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182712,SCT000000274,RHP3989 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182713,SCT000000274,RHP3990 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182714,SCT000000274,RHP3991 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182733,SCT000000274,RHP4010 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182715,SCT000000274,RHP3992 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182717,SCT000000274,RHP3994 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182718,SCT000000274,RHP3995 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182720,SCT000000274,RHP3997 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182722,SCT000000274,RHP3999 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182723,SCT000000274,RHP4000 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182724,SCT000000274,RHP4001 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182725,SCT000000274,RHP4002 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182726,SCT000000274,RHP4003 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182727,SCT000000274,RHP4004 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182728,SCT000000274,RHP4005 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182729,SCT000000274,RHP4006 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182730,SCT000000274,RHP4007 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182731,SCT000000274,RHP4008 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182716,SCT000000274,RHP3993 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183866,SCT000000274,RHO1147 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000182765,SCT000000274,RHP4079 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182767,SCT000000274,RHP4081 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182802,SCT000000274,RHP4116 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182803,SCT000000274,RHP4117 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182804,SCT000000274,RHP4118 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182805,SCT000000274,RHP4119 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182806,SCT000000274,RHP4120 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182807,SCT000000274,RHP4121 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182808,SCT000000274,RHP4122 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182809,SCT000000274,RHP4123 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182811,SCT000000274,RHP4125 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182812,SCT000000274,RHP4126 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182813,SCT000000274,RHP4127 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182814,SCT000000274,RHP4128 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182815,SCT000000274,RHP4129 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182801,SCT000000274,RHP4115 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182816,SCT000000274,RHP4130 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182818,SCT000000274,RHP4132 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182819,SCT000000274,RHP4133 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182820,SCT000000274,RHP4134 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182821,SCT000000274,RHP4135 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182822,SCT000000274,RHP4136 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182823,SCT000000274,RHP4137 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182824,SCT000000274,RHP4138 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182825,SCT000000274,RHP4139 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182826,SCT000000274,RHP4140 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182827,SCT000000274,RHP4141 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182828,SCT000000274,RHP4142 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182829,SCT000000274,RHP4433 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182830,SCT000000274,RHP4434 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182817,SCT000000274,RHP4131 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182766,SCT000000274,RHP4080 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182800,SCT000000274,RHP4114 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182798,SCT000000274,RHP4112 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182770,SCT000000274,RHP4084 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182771,SCT000000274,RHP4085 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182772,SCT000000274,RHP4086 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182773,SCT000000274,RHP4087 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182774,SCT000000274,RHP4088 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182775,SCT000000274,RHP4089 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182776,SCT000000274,RHP4090 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182777,SCT000000274,RHP4091 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182778,SCT000000274,RHP4092 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182779,SCT000000274,RHP4093 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182780,SCT000000274,RHP4094 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182781,SCT000000274,RHP4095 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182782,SCT000000274,RHP4096 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182799,SCT000000274,RHP4113 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182783,SCT000000274,RHP4097 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182785,SCT000000274,RHP4099 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182786,SCT000000274,RHP4100 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182787,SCT000000274,RHP4101 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182788,SCT000000274,RHP4102 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182789,SCT000000274,RHP4103 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182790,SCT000000274,RHP4104 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182791,SCT000000274,RHP4105 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182792,SCT000000274,RHP4106 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182793,SCT000000274,RHP4107 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182794,SCT000000274,RHP4108 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182795,SCT000000274,RHP4109 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182796,SCT000000274,RHP4110 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182797,SCT000000274,RHP4111 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182784,SCT000000274,RHP4098 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182876,SCT000000274,RHP4480 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183113,SCT000000274,RHP4717 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183025,SCT000000274,RHP4629 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183012,SCT000000274,RHP4616 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182999,SCT000000274,RHP4603 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183046,SCT000000274,RHP4650 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183032,SCT000000274,RHP4636 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183217,SCT000000274,RHP4821 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183208,SCT000000274,RHP4812 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183250,SCT000000274,RHP4854 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183247,SCT000000274,RHP4851 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183246,SCT000000274,RHP4850 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183152,SCT000000274,RHP4756 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183142,SCT000000274,RHP4746 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183126,SCT000000274,RHP4730 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183178,SCT000000274,RHP4782 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181899,SCT000000274,RHH4430 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181898,SCT000000274,RHH4429 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181897,SCT000000274,RHH4428 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181896,SCT000000274,RHH4427 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181895,SCT000000274,RHH4426 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181894,SCT000000274,RHH4425 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181893,SCT000000274,RHH4424 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181892,SCT000000274,RHH4423 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181891,SCT000000274,RHH4422 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181890,SCT000000274,RHH4421 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181889,SCT000000274,RHH4420 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181888,SCT000000274,RHH4419 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181887,SCT000000274,RHH4418 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181885,SCT000000274,RHH4416 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181884,SCT000000274,RHH4415 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181883,SCT000000274,RHH4414 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181882,SCT000000274,RHH4413 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181881,SCT000000274,RHH4412 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181880,SCT000000274,RHH4411 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181879,SCT000000274,RHH4410 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181878,SCT000000274,RHH4409 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181877,SCT000000274,RHH4408 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181876,SCT000000274,RHH4407 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181875,SCT000000274,RHH4406 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181874,SCT000000274,RHH4405 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181873,SCT000000274,RHH4404 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181872,SCT000000274,RHH4403 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181900,SCT000000274,RHH4431 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181901,SCT000000274,RHH4432 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181871,SCT000000274,RHH4402 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181870,SCT000000274,RHH4401 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181869,SCT000000274,RHH4400 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181868,SCT000000274,RHH4399 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183842,SCT000000274,RHB7020 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183841,SCT000000274,RHB7019 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183840,SCT000000274,RHB7018 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183839,SCT000000274,RHB7017 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183836,SCT000000274,RHB7014 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183834,SCT000000274,RHB7012 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183832,SCT000000274,RHB7010 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183831,SCT000000274,RHB7009 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183830,SCT000000274,RHB7008 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183829,SCT000000274,RHB7007 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183828,SCT000000274,RHB7006 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183823,SCT000000274,RHB7001 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183822,SCT000000274,RHB7000 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183843,SCT000000274,RHB7021 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183821,SCT000000274,RHB6999 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183817,SCT000000274,RHB6995 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183816,SCT000000274,RHB6994 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183815,SCT000000274,RHB6993 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183814,SCT000000274,RHB6992 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183813,SCT000000274,RHB6991 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183810,SCT000000274,RHB6988 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183808,SCT000000274,RHB6986 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183807,SCT000000274,RHB6985 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183806,SCT000000274,RHB6984 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183805,SCT000000274,RHB6983 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183804,SCT000000274,RHB6982 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183802,SCT000000274,RHB6980 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183818,SCT000000274,RHB6996 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183845,SCT000000274,RHB7023 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183848,SCT000000274,RHB7026 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000181867,SCT000000274,RHH4398 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181866,SCT000000274,RHH4397 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181865,SCT000000274,RHH4396 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000181864,SCT000000274,RHH4395 scRNA-Seq,liver,Homo sapiens,2238,2036
